Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-12 18:30:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE,500 Block of DIVISADERO ST,-122.43759174876301,37.7745506356497
2015-05-12 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,5TH ST / TEHAMA ST,-122.404407887961,37.7810759636856
2015-05-12 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,BRYANT ST / 4TH ST,-122.398063445395,37.77956584602929
2015-05-12 18:18:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,MISSION,NONE,MISSION ST / 17TH ST,-122.419515708406,37.7634292328496
2015-05-12 18:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,600 Block of 3RD AV,-122.46065816408701,37.7764339282581
2015-05-12 18:15:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,-122.394985875925,37.77709095340229
2015-05-12 18:11:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,"ARREST, BOOKED",300 Block of POST ST,-122.407612885387,37.7884486019705
2015-05-12 18:10:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,CENTRAL,NONE,1400 Block of STOCKTON ST,-122.40903150597099,37.7992531925554
2015-05-12 18:05:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,4100 Block of MISSION ST,-122.42961485253299,37.730269701982
2015-05-12 18:02:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,TENDERLOIN,"ARREST, BOOKED",POWELL ST / ELLIS ST,-122.40785423453801,37.7854922044602
2015-05-12 18:02:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",POWELL ST / ELLIS ST,-122.40785423453801,37.7854922044602
2015-05-12 18:02:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,TENDERLOIN,"ARREST, BOOKED",POWELL ST / ELLIS ST,-122.40785423453801,37.7854922044602
2015-05-12 18:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.412349694893,37.775555848279
2015-05-12 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,PARK,NONE,0 Block of LEVANT ST,-122.442128945417,37.7642555194629
2015-05-12 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,GEARY BL / 22ND AV,-122.481516526312,37.7802227066368
2015-05-12 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.41248326348,37.7706305910776
2015-05-12 17:57:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,MISSION,"ARREST, BOOKED",19TH ST / SOUTH VAN NESS AV,-122.417028392106,37.7603656931573
2015-05-12 17:57:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,19TH AV / WAWONA ST,-122.475287886078,37.737452716497394
2015-05-12 17:57:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,MISSION,"ARREST, BOOKED",19TH ST / SOUTH VAN NESS AV,-122.417028392106,37.7603656931573
2015-05-12 17:54:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,SOUTHERN,NONE,MINNA ST / 5TH ST,-122.405934320038,37.782295644598
2015-05-12 17:51:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / ELLIS ST,-122.41607528505101,37.78444966127911
2015-05-12 17:50:00,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087
2015-05-12 17:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087
2015-05-12 17:45:00,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2015-05-12 17:44:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,MISSION,NONE,2700 Block of MISSION ST,-122.418587172219,37.75301865374461
2015-05-12 17:37:00,ROBBERY,ATTEMPTED ROBBERY OF A BANK WITH BODILY FORCE,Tuesday,PARK,NONE,1700 Block of FULTON ST,-122.445652525154,37.7759612670837
2015-05-12 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.40722244095501,37.7864562588009
2015-05-12 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,2400 Block of 24TH ST,-122.403888410312,37.7530945718721
2015-05-12 17:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.40871060666299,37.78097067220529
2015-05-12 17:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,300 Block of DEMONTFORT AV,-122.46177141337,37.7235847920198
2015-05-12 17:10:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-05-12 17:10:00,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-05-12 17:09:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",2ND ST / HARRISON ST,-122.39516315448799,37.7843096998676
2015-05-12 17:08:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,"ARREST, BOOKED",200 Block of GRANT AV,-122.40525446302401,37.78925250405221
2015-05-12 17:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.411742515582,37.7858882195106
2015-05-12 17:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,TARAVAL,NONE,100 Block of MONCADA WY,-122.469299665969,37.726691210538
2015-05-12 17:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,TARAVAL,NONE,2400 Block of GREAT HY,-122.50674089216801,37.7407394820048
2015-05-12 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,0 Block of FELL ST,-122.418500584434,37.7764380944444
2015-05-12 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE,300 Block of TERESITA BL,-122.44976890956,37.7414340370897
2015-05-12 17:00:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,400 Block of 17TH AV,-122.476164932773,37.779493149815
2015-05-12 17:00:00,OTHER OFFENSES,FALSE PERSONATION,Tuesday,MISSION,NONE,900 Block of ELIZABETH ST,-122.441742151851,37.751689279741996
2015-05-12 16:58:00,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Tuesday,NORTHERN,"ARREST, BOOKED",1800 Block of BUSH ST,-122.427721742614,37.7878087017131
2015-05-12 16:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN,"ARREST, BOOKED",1800 Block of BUSH ST,-122.427721742614,37.7878087017131
2015-05-12 16:58:00,WARRANTS,WARRANT ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",1800 Block of BUSH ST,-122.427721742614,37.7878087017131
2015-05-12 16:50:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE,TREAT AV / 24TH ST,-122.41299748806802,37.7525722462226
2015-05-12 16:45:00,ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.44470706345501,37.7249307267936
2015-05-12 16:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.44470706345501,37.7249307267936
2015-05-12 16:45:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,RICHMOND,NONE,GEARY BL / 20TH AV,-122.47938403981001,37.7803326972451
2015-05-12 16:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,SOUTHERN,NONE,0 Block of 9TH ST,-122.41506488766599,37.7764354063246
2015-05-12 16:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,0 Block of 9TH ST,-122.41506488766599,37.7764354063246
2015-05-12 16:30:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Tuesday,NORTHERN,NONE,1500 Block of GEARY BL,-122.428773199378,37.7847222825051
2015-05-12 16:27:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,CENTRAL,"ARREST, BOOKED",JONES ST / CLAY ST,-122.41447395836599,37.7932218232083
2015-05-12 16:26:00,ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Tuesday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-05-12 16:24:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,CENTRAL,NONE,900 Block of MASON ST,-122.41084562422701,37.792315874764704
2015-05-12 16:05:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,INGLESIDE,"ARREST, BOOKED",300 Block of HOLLADAY AV,-122.40659720451099,37.7434834450064
2015-05-12 16:05:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,INGLESIDE,"ARREST, BOOKED",300 Block of HOLLADAY AV,-122.40659720451099,37.7434834450064
2015-05-12 16:04:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591
2015-05-12 16:04:00,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,2500 Block of MARIN ST,-122.40276741735501,37.7482203413295
2015-05-12 16:04:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,INGLESIDE,"ARREST, BOOKED",4100 Block of MISSION ST,-122.429801668764,37.7303819548591
2015-05-12 16:00:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,NONE,600 Block of FLORIDA ST,-122.411093822635,37.7610475742041
2015-05-12 16:00:00,MISSING PERSON,FOUND PERSON,Tuesday,MISSION,NONE,600 Block of FLORIDA ST,-122.411093822635,37.7610475742041
2015-05-12 16:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",1000 Block of CONNECTICUT ST,-122.39720193799299,37.75353512427621
2015-05-12 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,PARK,NONE,14TH ST / NOE ST,-122.433409294261,37.7674598906238
2015-05-12 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.485226315294,37.714694527577294
2015-05-12 15:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.395106891925,37.7566305834521
2015-05-12 15:45:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.395106891925,37.7566305834521
2015-05-12 15:45:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,NONE,500 Block of BEALE ST,-122.38911359527201,37.7857281880557
2015-05-12 15:45:00,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.395106891925,37.7566305834521
2015-05-12 15:45:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,BAYVIEW,NONE,0 Block of TURNER TR,-122.395106891925,37.7566305834521
2015-05-12 15:45:00,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,MISSION,NONE,CESAR CHAVEZ ST / GUERRERO ST,-122.42249041028,37.7480144418715
2015-05-12 15:45:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,MISSION,NONE,CESAR CHAVEZ ST / GUERRERO ST,-122.42249041028,37.7480144418715
2015-05-12 15:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,MISSION,NONE,CESAR CHAVEZ ST / GUERRERO ST,-122.42249041028,37.7480144418715
2015-05-12 15:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,EXCEPTIONAL CLEARANCE,FOLSOM ST / 8TH ST,-122.410065781604,37.7749906792593
2015-05-12 15:40:00,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,PARK,NONE,EDDY ST / DIVISADERO ST,-122.43892863119899,37.780587449040105
2015-05-12 15:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,INGLESIDE,NONE,100 Block of BRADFORD ST,-122.409505132544,37.74047152409421
2015-05-12 15:29:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 15:25:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2015-05-12 15:25:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,400 Block of STOCKTON ST,-122.406977563692,37.789918101686
2015-05-12 15:25:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,NORTHERN,NONE,1000 Block of VANNESS AV,-122.421203512,37.785481204644704
2015-05-12 15:25:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,BAYVIEW,NONE,1000 Block of 3RD ST,-122.389874469393,37.775412860863206
2015-05-12 15:23:00,ASSAULT,BATTERY,Tuesday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2015-05-12 15:20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-05-12 15:05:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,TARAVAL,"ARREST, BOOKED",ALEMANY BL / STCHARLES AV,-122.46928727815,37.710591651734795
2015-05-12 15:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,MISSION,NONE,1000 Block of VALENCIA ST,-122.420933634888,37.7557024462397
2015-05-12 15:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,PARK,NONE,200 Block of JOHNFKENNEDY DR,-122.460646278384,37.771490351432796
2015-05-12 15:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,PARK,NONE,200 Block of JOHNFKENNEDY DR,-122.460646278384,37.771490351432796
2015-05-12 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,FRONT ST / MARKET ST,-122.39826668167801,37.791714850209104
2015-05-12 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,18TH ST / VALENCIA ST,-122.42158168136999,37.7617007179518
2015-05-12 15:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,LAKE MERCED BL / SUNSET BL,-122.49346849500601,37.7295950708457
2015-05-12 14:36:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,RICHMOND,NONE,CLEMENT ST / 15TH AV,-122.474111986642,37.782508774015
2015-05-12 14:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, BOOKED",3RD ST / CHINABASIN ST,-122.39002724349501,37.7762997888042
2015-05-12 14:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE,100 Block of EDINBURGH ST,-122.42796276926,37.7266925555983
2015-05-12 14:30:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",16TH ST / POTRERO AV,-122.40753833231899,37.7657827544276
2015-05-12 14:29:00,TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.41506687647,37.7835634796332
2015-05-12 14:15:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-05-12 14:08:00,TRESPASS,TRESPASSING,Tuesday,MISSION,"ARREST, BOOKED",100 Block of 14TH ST,-122.416155329584,37.768449611782714
2015-05-12 14:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, BOOKED",0 Block of NAPLES ST,-122.425956016271,37.7279052131552
2015-05-12 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,1200 Block of SAN BRUNO AV,-122.404353626153,37.75375051472809
2015-05-12 14:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GROVE ST / LARKIN ST,-122.416583456133,37.778659154150795
2015-05-12 13:55:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-12 13:55:00,MISSING PERSON,FOUND PERSON,Tuesday,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
2015-05-12 13:55:00,MISSING PERSON,MISSING JUVENILE,Tuesday,MISSION,LOCATED,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
2015-05-12 13:50:00,ASSAULT,BATTERY,Tuesday,RICHMOND,NONE,3300 Block of CLAY ST,-122.448019046655,37.789016124095795
2015-05-12 13:50:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Tuesday,RICHMOND,NONE,3300 Block of CLAY ST,-122.448019046655,37.789016124095795
2015-05-12 13:50:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,CENTRAL,NONE,COLUMBUS AV / BEACH ST,-122.41958059212,37.8067799239331
2015-05-12 13:41:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,BAYVIEW,NONE,0 Block of OSCEOLA LN,-122.383187458704,37.7316757960484
2015-05-12 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425
2015-05-12 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.41127918996901,37.7715785765043
2015-05-12 13:20:00,WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-05-12 13:16:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,CENTRAL,NONE,300 Block of GRANT AV,-122.40561874815201,37.7903200915161
2015-05-12 13:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.41402726268998,37.7718636177154
2015-05-12 13:00:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,200 Block of WAYLAND ST,-122.404624464846,37.7260940327505
2015-05-12 13:00:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-05-12 12:57:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,BAYVIEW,UNFOUNDED,17TH ST / CONNECTICUT ST,-122.39774156658899,37.7650728676774
2015-05-12 12:35:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,UNFOUNDED,4900 Block of 3RD ST,-122.391243431227,37.7336342023099
2015-05-12 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.513642064265,37.77846921994671
2015-05-12 12:25:00,NON-CRIMINAL,AIDED CASE,Tuesday,TARAVAL,NONE,1600 Block of PORTOLA DR,-122.47079274044,37.7354316630062
2015-05-12 12:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1700 Block of POST ST,-122.430579280128,37.785412112566796
2015-05-12 12:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE,SAN JOSE AV / GOETHE ST,-122.458822989017,37.70844495807921
2015-05-12 12:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,CENTRAL,NONE,300 Block of GEARY ST,-122.409055191364,37.7871979591062
2015-05-12 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,100 Block of LOUISBURG ST,-122.449768933547,37.7211298126754
2015-05-12 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,PARK,NONE,800 Block of 14TH ST,-122.43173994227,37.767507075813896
2015-05-12 12:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,100 Block of MAIDEN LN,-122.40591123648399,37.7880756774805
2015-05-12 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,LAGUNA ST / GEARY BL,-122.42799115191099,37.78495312416121
2015-05-12 11:58:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,NONE,GUERRERO ST / 27TH ST,-122.422385609204,37.7471728438465
2015-05-12 11:45:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",200 Block of 9TH ST,-122.41284503153601,37.7748170645635
2015-05-12 11:45:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,EXCEPTIONAL CLEARANCE,800 Block of CAPP ST,-122.417499429971,37.753084671409
2015-05-12 11:45:00,MISSING PERSON,FOUND PERSON,Tuesday,MISSION,EXCEPTIONAL CLEARANCE,800 Block of CAPP ST,-122.417499429971,37.753084671409
2015-05-12 11:35:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,500 Block of CASTRO ST,-122.43485678021099,37.760077705313705
2015-05-12 11:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,TARAVAL,NONE,100 Block of SERRANO DR,-122.477569547931,37.7200435313329
2015-05-12 11:30:00,ASSAULT,BATTERY,Tuesday,CENTRAL,NONE,600 Block of SUTTER ST,-122.411068869703,37.78885570426971
2015-05-12 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-12 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,SANSOME ST / THE EMBARCADERONORTH ST,-122.403591933969,37.8054129167661
2015-05-12 11:20:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH A KNIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2015-05-12 11:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2015-05-12 11:20:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2015-05-12 11:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.40871060666299,37.78097067220529
2015-05-12 11:20:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,RICHMOND,"ARREST, BOOKED",GOLDEN GATE AV / CHABOT TR,-122.45134807604299,37.7770889673127
2015-05-12 11:16:00,NON-CRIMINAL,FIRE REPORT,Tuesday,INGLESIDE,NONE,0 Block of 28TH ST,-122.423383986336,37.7455620349301
2015-05-12 11:15:00,MISSING PERSON,MISSING JUVENILE,Tuesday,PARK,NONE,300 Block of WOODSIDE AV,-122.452716700987,37.7457451434135
2015-05-12 11:11:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Tuesday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-12 11:11:00,TRESPASS,TRESPASSING,Tuesday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-12 11:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,NORTHERN,NONE,2700 Block of LOMBARD ST,-122.446640402477,37.7984867747515
2015-05-12 11:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,0 Block of BAY ST,-122.406429633461,37.8065688614525
2015-05-12 11:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,PARK,NONE,1700 Block of EDDY ST,-122.436464802719,37.780957813257
2015-05-12 11:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,PARK,NONE,1700 Block of EDDY ST,-122.436464802719,37.780957813257
2015-05-12 11:00:00,MISSING PERSON,MISSING ADULT,Tuesday,RICHMOND,NONE,600 Block of 38TH AV,-122.498383043404,37.7765840931106
2015-05-12 11:00:00,MISSING PERSON,FOUND PERSON,Tuesday,RICHMOND,NONE,600 Block of 38TH AV,-122.498383043404,37.7765840931106
2015-05-12 11:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,MISSION,NONE,SOUTH VAN NESS AV / 15TH ST,-122.417647884705,37.7668053842905
2015-05-12 11:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,JUNIPERO SERRA BL / WINSTON DR,-122.47205531390699,37.7268239063089
